<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 02 11 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     87    5.7    2.9    2.9   208    4.4    0.5    4.1    3.30   978.94     3    5.9    2.1    5.1    4.9    5.2    5.5    7.1    1.46    1.59    1.44
 KIN2   133     5     87    5.7    3.0    3.0   201    5.6    0.5    4.1    0.00   978.87     1    5.9    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     88    5.6    2.0    2.0   212    4.0    0.2    2.6    0.00   978.82     1    5.8    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     88    5.5    1.7    1.7   203    9.9    0.3    2.4    0.00   978.73     0    5.8    1.1    5.1    4.9    5.2    5.5    7.1    -995    -995    -995
 KIN2   133    20     88    5.5    1.2    1.2   168   11.0    0.2    1.6    0.00   978.59     0    5.7    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     89    5.3    1.5    1.5   148    4.5    0.1    1.9    0.00   978.57     0    5.6    0.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     90    5.4    1.4    1.4   160    5.6    0.2    1.6    0.00   978.49     0    5.7    0.6    5.1    4.9    5.2    5.5    7.1    1.46    1.59    1.44
 KIN2   133    35     90    5.3    2.0    2.0   151    6.6    0.5    3.3    0.00   978.36     0    5.6    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     90    5.4    3.0    3.0   162    6.8    0.4    3.9    0.00   978.28     0    5.5    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     91    5.3    3.0    2.9   169    6.5    0.4    4.0    0.00   978.28     0    5.5    2.3    5.1    4.8    5.2    5.5    7.0    -995    -995    -995
 KIN2   133    50     91    5.3    2.7    2.7   169    4.8    0.5    3.9    0.00   978.32     0    5.4    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     91    5.3    2.7    2.7   172    7.8    0.5    3.7    0.00   978.37     0    5.4    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     91    5.3    3.0    3.0   170    5.3    0.3    3.5    0.00   978.30     0    5.4    2.2    5.1    4.8    5.2    5.5    7.0    1.46    1.59    1.44
 KIN2   133    65     91    5.2    2.7    2.7   161    4.9    0.2    3.2    0.00   978.00     0    5.3    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     92    5.1    2.8    2.8   160    5.5    0.3    3.5    0.00   978.02     0    5.3    2.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     92    5.1    2.6    2.6   163    5.3    0.3    3.1    0.00   978.00     0    5.3    1.9    5.1    4.8    5.2    5.5    7.0    -995    -995    -995
 KIN2   133    80     92    5.1    2.5    2.5   168    6.8    0.4    3.3    0.00   977.98     0    5.3    1.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     92    5.2    2.4    2.4   169    6.4    0.4    3.2    0.00   978.10     0    5.4    1.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     92    5.2    2.4    2.4   166    4.6    0.3    3.1    0.00   978.17     0    5.4    1.7    5.1    4.8    5.2    5.6    7.0    1.47    1.59    1.44
 KIN2   133    95     92    5.2    1.7    1.7   176    5.7    0.3    2.5    0.00   978.20     0    5.4    1.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     92    5.1    1.9    1.9   178    6.1    0.3    2.5    0.00   978.11     0    5.4    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     92    5.0    2.0    2.0   161   10.4    0.1    2.2    0.00   978.09     0    5.3    1.1    5.1    4.8    5.2    5.6    7.0    -995    -995    -995
 KIN2   133   110     93    5.0    1.7    1.6   141    6.3    0.3    2.3    0.00   978.01     0    5.3    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     93    5.1    1.9    1.9   150    4.6    0.3    2.5    0.00   978.15     0    5.3    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     93    5.1    1.9    1.9   140    6.4    0.2    2.3    0.00   978.07     0    5.3    1.3    5.1    4.7    5.2    5.6    7.0    1.46    1.58    1.43
 KIN2   133   125     93    5.1    1.7    1.7   146    4.5    0.2    2.3    0.00   978.02     0    5.3    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   130     92    5.1    1.6    1.6   148    6.8    0.2    2.0    0.00   978.03     0    5.3    1.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   135     92    5.1    1.7    1.7   170    9.3    0.3    2.3    0.00   978.20     0    5.3    1.2    5.1    4.7    5.1    5.6    7.0    -995    -995    -995
 KIN2   133   140     93    5.0    2.4    2.4   191    3.4    0.2    2.7    0.00   978.52     0    5.3    1.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   145     93    5.0    2.6    2.6   179    4.7    0.2    3.0    0.00   978.37     0    5.3    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   150     93    4.9    2.4    2.4   178    3.4    0.2    2.8    0.00   978.29     0    5.2    1.4    5.1    4.7    5.1    5.6    7.0    1.46    1.58    1.43
 KIN2   133   155     93    4.9    2.4    2.4   182    5.3    0.2    2.7    0.00   978.26     0    5.2    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   160     93    5.0    2.8    2.8   189    9.6    0.5    4.1    0.00   978.33     0    5.2    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   165     93    5.0    2.4    2.3   182    4.6    0.2    2.9    0.00   978.24     0    5.1    1.6    5.1    4.7    5.1    5.6    7.0    -995    -995    -995
 KIN2   133   170     93    4.9    2.0    2.0   193    5.9    0.2    2.6    0.00   978.16     0    5.1    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   175     93    4.9    2.3    2.2   191    7.0    0.2    2.9    0.00   978.10     0    5.1    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   180     93    5.0    2.4    2.4   194    5.8    0.2    3.1    0.00   978.14     0    5.2    1.7    5.2    4.7    5.1    5.6    7.0    1.46    1.59    1.44
 KIN2   133   185     93    5.0    2.3    2.3   192    6.1    0.3    2.8    0.00   978.14     0    5.2    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   190     94    5.0    2.8    2.8   192    6.4    0.3    3.6    0.00   978.11     0    5.2    1.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   195     94    5.0    2.9    2.9   194    5.5    0.4    3.9    0.00   978.07     0    5.2    2.0    5.2    4.7    5.1    5.6    7.0    -995    -995    -995
 KIN2   133   200     94    4.9    1.9    1.9   189    5.3    0.2    2.5    0.00   977.80     0    5.1    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   205     94    4.9    1.9    1.8   187    6.6    0.2    2.3    0.00   977.67     0    5.1    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   210     95    4.9    1.3    1.2   161   16.2    0.3    2.1    0.00   977.53     0    5.1    0.5    5.2    4.7    5.1    5.6    7.0    1.46    1.58    1.44
 KIN2   133   215     95    4.9    1.5    1.5   140    8.1    0.2    1.8    0.00   977.49     0    5.1    1.0   -995   -995   -995   -995   -995    -995    -995    -995
