<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 02 14 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     51   12.6    7.4    7.4   183    5.5    0.8    9.6    0.00   967.83     9   13.5    5.8    7.1    7.9    7.4    6.8    7.6    1.45    1.56    1.48
 KIN2   133     5     52   12.3    6.9    6.9   184    4.4    0.6    8.4    0.00   967.84     6   13.2    5.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     52   12.2    7.3    7.3   186    6.0    0.7    9.4    0.00   967.87     5   13.2    5.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     52   12.2    7.1    7.0   187    5.6    0.8    9.4    0.00   967.91     3   13.2    5.4    7.1    7.9    7.5    6.9    7.7    -995    -995    -995
 KIN2   133    20     51   12.1    7.4    7.3   187    5.8    0.7    9.3    0.00   967.85     1   13.2    5.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     50   12.2    7.8    7.7   190    5.3    0.8    9.6    0.00   967.78     1   13.2    6.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     51   12.0    7.1    7.1   194    5.5    0.7    9.2    0.00   967.83     0   13.1    5.4    7.2    7.8    7.4    7.0    7.7    1.45    1.56    1.47
 KIN2   133    35     52   11.8    6.7    6.6   194    6.0    0.6    8.4    0.00   967.90     0   12.9    4.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     51   11.8    7.2    7.1   193    5.6    0.6    8.5    0.00   967.94     0   12.9    5.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     49   12.0    8.4    8.4   192    5.1    1.1   10.8    0.00   967.85     0   13.2    6.4    7.1    7.7    7.4    7.0    7.7    -995    -995    -995
 KIN2   133    50     48   12.1    8.6    8.6   192    5.4    0.8   10.6    0.00   967.81     0   13.2    6.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     47   12.1    9.3    9.2   192    5.8    0.9   10.9    0.00   967.76     0   13.2    7.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     47   12.1    9.2    9.1   190    5.3    0.8   11.3    0.00   967.68     0   13.1    7.0    7.1    7.6    7.3    6.9    7.6    1.45    1.56    1.48
 KIN2   133    65     47   11.9    8.8    8.8   191    5.2    0.9   11.0    0.00   967.59     0   13.0    6.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     47   11.8    8.9    8.9   191    4.8    0.8   11.3    0.00   967.47     0   12.9    6.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     49   11.5    8.3    8.3   191    4.7    0.7    9.8    0.00   967.38     0   12.4    6.4    7.1    7.5    7.2    6.9    7.6    -995    -995    -995
 KIN2   133    80     49   11.5    9.2    9.1   190    4.6    0.8   10.8    0.00   967.24     0   12.6    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     50   11.3    8.7    8.6   191    4.5    0.7   10.3    0.00   967.19     0   12.4    6.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     50   11.3    8.7    8.6   193    5.1    0.7   10.3    0.00   967.24     0   12.3    6.7    7.1    7.4    7.2    6.9    7.6    1.46    1.57    1.49
 KIN2   133    95     50   11.2    8.5    8.5   194    4.7    0.7   10.5    0.00   967.26     0   12.2    6.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     51   11.1    8.6    8.5   192    5.2    0.8   10.3    0.00   967.22     0   12.1    6.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     51   11.1    9.0    9.0   192    4.7    0.8   10.9    0.00   967.08     0   12.1    6.8    7.1    7.3    7.1    6.9    7.6    -995    -995    -995
 KIN2   133   110     51   11.1    9.3    9.3   193    5.2    0.8   11.6    0.00   966.96     0   12.1    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     51   11.1    9.5    9.5   192    5.7    0.8   11.4    0.00   966.82     0   12.1    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     51   11.2   10.4   10.4   192    4.7    0.9   13.6    0.00   966.61     0   12.3    7.9    7.0    7.2    7.1    6.9    7.6    1.45    1.57    1.48
 KIN2   133   125     51   11.2    9.8    9.7   193    4.6    1.0   12.6    0.00   966.64     0   12.1    7.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   130     52   11.0    9.1    9.1   192    5.6    0.7   10.7    0.00   966.70     0   12.0    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   135     52   10.9    9.0    9.0   189    4.6    0.7   10.6    0.00   966.66     0   11.9    6.8    7.0    7.1    7.0    6.9    7.6    -995    -995    -995
 KIN2   133   140     52   10.9    8.9    8.9   188    4.3    0.8   11.7    0.00   966.57     0   12.0    7.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   145     51   11.0    8.7    8.6   189    6.3    0.8   10.8    0.00   966.56     0   12.1    6.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   150     51   11.0    8.4    8.4   188    4.3    0.9   10.2    0.00   966.50     0   12.0    6.4    7.0    7.0    7.0    7.0    7.5    1.45    1.56    1.48
 KIN2   133   155     51   11.0    9.7    9.7   188    4.4    0.7   12.5    0.00   966.43     0   12.1    7.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   160     50   11.2    9.7    9.7   190    5.6    0.8   11.8    0.00   966.47     0   12.2    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   165     50   11.1    9.6    9.6   190    4.6    1.0   12.1    0.00   966.53     0   12.2    7.3    7.0    6.9    7.0    7.0    7.5    -995    -995    -995
 KIN2   133   170     49   11.3    9.9    9.8   189    4.6    1.1   13.1    0.00   966.52     0   12.3    7.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   175     50   11.2    9.2    9.1   189    6.3    0.9   11.2    0.00   966.65     0   12.1    7.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   180     50   11.1    8.5    8.4   190    5.5    0.9   11.3    0.00   966.77     0   12.0    6.5    7.0    6.8    6.9    6.9    7.5    1.45    1.57    1.48
 KIN2   133   185     51   10.9    8.3    8.3   186    5.8    0.7   10.0    0.00   966.73     0   11.9    6.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   190     51   10.9    8.8    8.7   186    4.9    0.9   11.2    0.00   966.60     0   11.8    6.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   195     51   10.9    9.2    9.1   187    5.7    1.0   12.0    0.00   966.54     0   11.9    7.1    6.9    6.8    6.9    7.0    7.5    -995    -995    -995
 KIN2   133   200     50   11.0    9.8    9.8   188    4.9    1.0   12.4    0.00   966.61     0   12.0    7.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   205     50   10.9    9.9    9.8   188    5.9    1.1   12.8    0.00   966.53     0   11.9    7.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   210     51   10.7    9.6    9.5   186    5.2    0.8   11.6    0.00   966.54     0   11.7    7.3    6.9    6.7    6.9    7.0    7.5    1.46    1.57    1.49
 KIN2   133   215     51   10.7    9.5    9.5   186    4.5    0.9   11.6    0.00   966.65     0   11.6    7.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   220     52   10.5    8.9    8.9   188    4.9    1.0   11.4    0.00   966.76     0   11.4    6.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   225     52   10.4    9.1    9.0   190    5.4    0.9   11.7    0.00   966.74     0   11.3    7.2    6.9    6.7    6.9    7.0    7.5    -995    -995    -995
 KIN2   133   230     51   10.4    9.2    9.2   189    5.6    0.9   11.4    0.00   966.67     0   11.4    7.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   235     51   10.4    9.0    8.9   188    5.9    1.0   11.4    0.00   966.61     0   11.2    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   240     53   10.1    8.8    8.7   188    5.6    1.0   11.4    0.00   966.58     0   11.0    6.8    6.9    6.6    6.8    7.0    7.6    1.45    1.56    1.49
 KIN2   133   245     53   10.0    8.8    8.7   186    5.4    0.9   11.4    0.00   966.54     0   10.9    6.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   250     55    9.8    8.4    8.4   186    6.2    0.9   11.1    0.00   966.53     0   10.6    6.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   255     54    9.8    8.9    8.9   186    4.8    0.8   11.5    0.00   966.45     0   10.7    7.0    6.9    6.6    6.8    7.0    7.6    -995    -995    -995
 KIN2   133   260     55    9.7    8.9    8.9   187    5.6    0.9   10.9    0.00   966.38     0   10.6    6.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   265     54    9.8    9.3    9.2   189    5.6    0.9   11.8    0.00   966.41     0   10.7    7.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   270     54    9.9    9.5    9.5   188    5.6    1.0   12.1    0.00   966.38     0   10.8    7.4    6.9    6.6    6.8    7.0    7.6    1.45    1.56    1.49
 KIN2   133   275     55    9.8    9.1    9.1   187    5.9    0.9   10.9    0.00   966.31     0   10.6    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   280     55    9.8    9.4    9.3   187    4.7    0.8   11.6    0.00   966.28     0   10.7    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   285     55    9.7    9.0    9.0   187    5.0    0.9   12.0    0.00   966.19     0   10.6    7.0    6.9    6.5    6.8    7.0    7.6    -995    -995    -995
 KIN2   133   290     55    9.6    9.6    9.5   186    4.8    0.9   12.4    0.00   966.10     0   10.6    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   295     56    9.5    9.6    9.5   186    4.9    0.9   12.3    0.00   966.05     0   10.4    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   300     56    9.5    9.9    9.8   187    4.8    0.8   12.2    0.00   965.94     0   10.4    7.7    6.9    6.4    6.8    7.0    7.6    1.45    1.56    1.48
 KIN2   133   305     56    9.5   10.0   10.0   187    4.5    1.0   12.3    0.00   965.80     0   10.4    8.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   310     56    9.4   10.1   10.0   188    5.9    0.9   12.4    0.00   965.65     0   10.3    8.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   315     56    9.5   10.7   10.6   188    5.2    1.0   13.5    0.00   965.48     0   10.3    8.3    6.8    6.4    6.7    7.0    7.6    -995    -995    -995
 KIN2   133   320     56    9.5   10.9   10.8   189    5.2    1.0   13.2    0.00   965.37     0   10.3    8.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   325     56    9.5   11.3   11.2   190    5.6    1.3   15.0    0.00   965.26     0   10.4    9.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   330     55    9.7   11.4   11.3   192    5.3    1.2   14.7    0.00   965.22     0   10.5    9.2    6.8    6.3    6.7    7.0    7.6    1.45    1.57    1.49
 KIN2   133   335     55    9.7   11.2   11.1   192    5.7    1.1   14.3    0.00   965.20     0   10.5    8.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   340     56    9.6   10.9   10.8   192    5.5    0.9   13.1    0.00   965.14     0   10.4    8.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   345     55    9.6   10.7   10.7   193    5.6    1.1   13.6    0.00   965.12     0   10.4    8.7    6.8    6.3    6.7    7.0    7.5    -995    -995    -995
 KIN2   133   350     55    9.6   11.0   11.0   195    5.2    1.0   14.1    0.00   965.09     0   10.4    8.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   355     55    9.6   10.6   10.6   196    5.0    1.3   13.3    0.00   964.98     0   10.4    8.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   360     54    9.8   11.3   11.3   196    5.1    1.2   15.1    0.00   964.74     0   10.6    9.0    6.8    6.2    6.6    7.0    7.5    1.45    1.56    1.48
 KIN2   133   365     55    9.8   11.5   11.5   197    5.1    1.0   14.1    0.00   964.57     0   10.6    9.0   -995   -995   -995   -995   -995    -995    -995    -995
