<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 08 01 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     34   36.9    7.8    7.7   181    8.5    1.1   10.6    0.00   975.29   238   36.5    6.1   31.2   38.0   32.5   28.4   25.8    3.80    3.86    3.80
 KIN2   133     5     34   36.7    7.1    7.0   175    9.5    1.1    9.2    0.00   975.36   222   36.5    5.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     35   36.4    7.6    7.5   172    8.5    1.2   10.2    0.00   975.41   208   36.2    5.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     35   36.4    6.8    6.7   175    7.2    1.0    8.7    0.00   975.38   193   36.2    5.2   31.2   37.9   32.4   28.5   25.8    -995    -995    -995
 KIN2   133    20     35   36.4    7.9    7.7   177   12.4    0.8    9.7    0.00   975.38   177   36.2    6.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     35   36.3    8.3    8.1   180   11.2    1.1   11.0    0.00   975.36   162   36.2    6.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     35   36.2    7.9    7.8   174    6.4    1.0    9.9    0.00   975.34   148   36.1    6.2   31.2   37.8   32.3   28.5   25.8    3.81    3.85    3.80
 KIN2   133    35     35   36.0    7.4    7.3   178    8.5    1.0   10.4    0.00   975.31   135   36.0    5.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     36   35.7    7.8    7.7   171    7.6    0.9   10.2    0.00   975.30   121   35.8    6.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     36   35.6    6.8    6.7   174    7.9    1.0    8.7    0.00   975.37   108   35.7    5.3   31.2   37.7   32.2   28.5   25.8    -995    -995    -995
 KIN2   133    50     37   35.4    7.6    7.6   168    8.1    1.2    9.9    0.00   975.41    93   35.6    6.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     38   35.2    6.7    6.7   166    7.1    1.4   10.0    0.00   975.39    77   35.4    5.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     38   35.0    7.9    7.9   169    6.6    1.1   10.2    0.00   975.34    63   35.3    6.1   31.2   37.5   32.1   28.6   25.8    3.81    3.86    3.80
 KIN2   133    65     38   34.8    7.0    6.9   162    7.7    1.2   10.4    0.00   975.37    50   35.1    5.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     39   34.5    7.1    7.0   158    6.7    0.8    9.0    0.00   975.41    30   34.8    5.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     40   34.2    6.3    6.3   160    6.6    1.0    8.5    0.00   975.44    16   34.5    4.7   31.1   37.4   31.9   28.6   25.8    -995    -995    -995
 KIN2   133    80     41   34.0    5.9    5.9   163    8.0    0.9    8.7    0.00   975.40    12   34.4    4.5   -995   -995   -995   -995   -995    -995    -995    -995
