<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 04 28 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     41   22.2    3.5    3.4    41   12.3    0.6    5.6    0.00   973.10   206   22.9    2.8   19.2   25.8   19.0   17.4   16.0    1.54    1.55    2.82
 KIN2   133     5     43   22.0    3.5    3.4    43   10.2    0.8    5.3    0.00   973.08   189   22.7    2.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     42   21.8    4.0    3.9    41   12.2    0.8    6.4    0.00   973.02   174   22.5    3.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     42   21.6    3.6    3.6    34    9.0    0.7    5.8    0.00   973.04   158   22.3    2.8   19.1   25.6   18.9   17.5   16.1    -995    -995    -995
 KIN2   133    20     43   21.3    3.3    3.3    37   12.4    0.6    4.9    0.00   973.09   139   22.1    2.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     44   20.9    3.8    3.8    34    9.4    0.6    5.3    0.00   973.14    44   21.7    2.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     43   20.5    4.1    4.0    31   12.1    0.8    6.1    0.00   973.15    39   21.4    3.2   19.1   25.5   18.9   17.5   16.1    1.56    1.55    2.83
 KIN2   133    35     41   20.3    3.6    3.6    33   11.3    0.7    5.9    0.00   973.14    35   21.2    2.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     41   20.1    3.9    3.8    36   10.0    0.7    5.9    0.00   973.08    30   20.9    2.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     43   19.6    3.5    3.4    34    9.3    0.7    5.4    0.00   973.10    33   20.6    2.7   19.1   25.3   18.9   17.7   16.2    -995    -995    -995
 KIN2   133    50     44   19.4    3.0    2.9    32   11.0    0.5    4.1    0.00   973.13    34   20.4    2.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     45   19.0    2.7    2.6    33   12.2    0.4    3.7    0.00   973.25    28   20.1    1.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     45   19.0    2.6    2.5    36    8.4    0.4    3.4    0.00   973.41    22   20.0    1.9   19.1   25.1   18.8   17.7   16.2    1.55    1.55    2.82
 KIN2   133    65     46   18.7    2.2    2.1    39    8.2    0.3    2.9    0.00   973.44    17   19.8    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     46   18.5    2.2    2.1    32   10.5    0.4    3.3    0.00   973.57     9   19.7    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     48   18.1    2.0    1.9    20    9.6    0.3    3.0    0.00   973.71     5   19.4    1.3   19.0   24.8   18.7   17.7   16.2    -995    -995    -995
 KIN2   133    80     49   18.1    1.6    1.6    17    8.2    0.2    2.0    0.00   973.87     2   19.0    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     50   17.9    1.5    1.5    24    9.1    0.2    2.2    0.00   973.97     1   18.8    0.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     51   17.7    1.3    1.3    33    7.1    0.2    1.7    0.00   974.18     1   18.7    0.1   18.9   24.5   18.6   17.7   16.2    1.56    1.54    2.82
 KIN2   133    95     52   17.4    1.1    1.1    50    7.2    0.2    1.5    0.00   974.42     0   18.6    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     54   16.7    1.0    1.0    42    7.5    0.2    1.4    0.00   974.49     0   18.5    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     54   17.1    0.8    0.8    51    5.9    0.1    1.2    0.00   974.52     0   18.3    0.0   18.9   24.3   18.5   17.7   16.2    -995    -995    -995
 KIN2   133   110     56   16.6    1.1    1.1    37    4.5    0.2    1.6    0.00   974.57     0   18.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     58   16.6    1.5    1.5    36    3.5    0.1    1.8    0.00   974.53     0   18.1    0.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     58   16.4    1.7    1.7    48    4.4    0.1    1.9    0.00   974.56     0   18.1    0.1   18.8   24.0   18.3   17.7   16.2    1.57    1.56    2.83
 KIN2   133   125     60   16.1    1.6    1.6    35    6.1    0.1    1.9    0.00   974.63     0   17.9    0.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   130     61   16.2    1.7    1.6    31    5.3    0.1    2.0    0.00   974.64     0   17.7    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   135     62   15.6    1.8    1.8    18    6.4    0.1    2.1    0.00   974.60     0   17.0    1.1   18.7   23.7   18.2   17.7   16.1    -995    -995    -995
 KIN2   133   140     68   14.7    1.9    1.9    28    4.6    0.1    2.2    0.00   974.61     0   16.5    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   145     68   14.7    2.1    2.1    30    5.9    0.2    2.7    0.00   974.60     0   16.4    1.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   150     69   14.7    2.4    2.4    31    6.3    0.4    3.7    0.00   974.61     0   16.6    1.3   18.6   23.4   18.0   17.7   16.1    1.57    1.55    2.82
 KIN2   133   155     64   15.4    3.1    3.1    34    8.1    0.4    4.3    0.00   974.53     0   16.9    2.2   -995   -995   -995   -995   -995    -995    -995    -995
