<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 02 03 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     79   15.4    7.2    7.2   171    6.2    0.7    8.9    0.00   973.39     6   15.8    5.8    9.1   11.8   10.0    7.8    7.4    1.81    1.57    1.40
 KIN2   133     5     80   15.2    7.5    7.5   171    5.8    1.0    9.5    0.00   973.37     4   15.7    5.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     80   15.2    7.3    7.3   170    5.8    0.7    8.9    0.00   973.32     2   15.6    6.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     80   15.0    6.6    6.6   166    5.7    0.7    8.0    0.00   973.31     1   15.5    5.0    9.1   11.7   10.0    7.8    7.4    -995    -995    -995
 KIN2   133    20     81   14.9    6.8    6.7   165    6.7    1.0    9.4    0.00   973.28     0   15.4    5.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     81   14.9    7.4    7.4   168    6.6    0.9    9.4    0.00   973.25     0   15.4    5.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     81   14.8    7.3    7.3   170    4.7    0.7    8.9    0.00   973.29     0   15.4    5.8    9.1   11.6    9.9    7.8    7.4    1.81    1.57    1.41
 KIN2   133    35     82   14.8    6.9    6.8   168    6.3    0.7    8.4    0.00   973.29     0   15.3    5.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     82   14.6    6.5    6.4   166    6.5    0.7    8.9    0.00   973.26     0   15.1    5.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     82   14.6    7.0    6.9   166    7.3    0.7    8.8    0.00   973.26     0   15.1    5.6    9.0   11.5    9.8    7.8    7.4    -995    -995    -995
 KIN2   133    50     82   14.6    7.5    7.5   168    5.6    0.8    9.4    0.00   973.29     0   15.1    6.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     82   14.5    6.7    6.6   166    6.0    0.9    9.8    0.00   973.32     0   15.0    5.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     83   14.2    6.5    6.4   165    6.7    0.6    7.9    0.00   973.33     0   14.8    5.0    9.0   11.4    9.7    7.8    7.3    1.81    1.57    1.41
 KIN2   133    65     83   14.2    7.0    7.0   168    4.7    0.7    9.2    0.00   973.36     0   14.8    5.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     84   14.3    7.3    7.3   168    5.9    0.7    8.9    0.00   973.41     0   14.8    5.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     84   14.1    6.2    6.2   167    5.2    0.6    7.9    0.00   973.48     0   14.6    5.0    9.0   11.4    9.7    7.8    7.3    -995    -995    -995
 KIN2   133    80     85   13.9    6.5    6.4   167    6.5    1.0    8.8    0.00   973.49     0   14.5    5.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     85   13.9    7.1    7.1   170    5.8    0.8    9.5    0.00   973.46     0   14.4    5.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     85   13.9    8.0    8.0   172    5.8    0.8    9.7    0.00   973.45     0   14.4    6.6    9.0   11.3    9.6    7.8    7.3    1.81    1.58    1.42
 KIN2   133    95     86   13.9    7.9    7.8   172    6.1    0.9   10.5    0.00   973.52     0   14.3    6.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     87   13.7    7.2    7.2   172    6.2    0.8    8.9    0.00   973.56     0   14.1    5.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     87   13.6    7.0    7.0   173    5.8    0.7    8.6    0.00   973.55     0   14.0    5.6    9.0   11.2    9.6    7.8    7.3    -995    -995    -995
 KIN2   133   110     88   13.5    7.2    7.1   173    6.1    0.7    9.1    0.00   973.53     0   13.9    5.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     88   13.4    7.4    7.4   174    5.8    0.9    9.5    0.00   973.59     0   13.9    6.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     88   13.5    7.6    7.5   174    5.6    0.9   10.0    0.00   973.59     0   13.9    6.1    8.9   11.1    9.5    7.9    7.3    1.82    1.57    1.41
 KIN2   133   125     89   13.4    7.2    7.2   171    5.4    0.7    9.1    0.00   973.60     0   13.8    5.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   130     89   13.2    7.0    7.0   172    5.5    0.9    9.5    0.00   973.66     0   13.6    5.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   135     90   13.2    7.2    7.2   172    6.1    0.9   10.3    0.00   973.70     0   13.6    5.9    8.9   11.0    9.5    7.9    7.3    -995    -995    -995
 KIN2   133   140     90   13.2    7.4    7.3   173    5.4    0.7    8.8    0.00   973.69     0   13.6    6.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   145     91   13.2    7.9    7.9   173    6.8    0.9   10.3    0.00   973.69     0   13.6    6.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   150     91   13.1    7.3    7.2   173    5.5    0.8    9.5    0.00   973.70     0   13.5    5.9    8.9   10.9    9.4    7.9    7.3    1.82    1.58    1.41
 KIN2   133   155     91   13.0    8.0    8.0   175    6.0    0.9    9.9    0.00   973.74     0   13.4    6.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   160     92   13.1    8.9    8.9   175    5.8    1.3   12.0    0.00   973.71     0   13.5    7.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   165     91   13.1    9.3    9.3   176    6.0    1.2   12.9    0.00   973.70     0   13.5    7.8    8.9   10.9    9.4    7.9    7.3    -995    -995    -995
 KIN2   133   170     92   13.1    8.8    8.7   174    5.4    0.7   11.4    0.00   973.75     0   13.4    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   175     92   13.0    9.1    9.1   175    5.8    1.1   11.7    0.00   973.72     0   13.4    7.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   180     92   13.1   10.1   10.1   175    4.7    1.1   13.0    0.00   973.66     0   13.5    8.4    8.9   10.8    9.4    7.9    7.3    1.81    1.57    1.42
 KIN2   133   185     92   13.2    9.6    9.6   175    5.2    1.0   11.9    0.00   973.61     0   13.5    8.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   190     92   13.2   10.1   10.1   177    4.8    1.6   14.9    0.00   973.58     0   13.6    8.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   195     91   13.4    9.8    9.7   175    6.2    1.1   12.2    0.00   973.55     0   13.7    8.2    8.8   10.7    9.3    7.9    7.3    -995    -995    -995
 KIN2   133   200     91   13.4   10.4   10.4   174    5.6    1.4   13.6    0.00   973.48     0   13.8    8.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   205     91   13.5   10.0    9.9   176    5.9    1.1   12.3    0.00   973.45     0   13.8    8.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   210     91   13.6    9.0    8.9   174    5.9    1.1   10.8    0.00   973.44     0   13.9    7.3    8.8   10.6    9.3    7.9    7.3    1.82    1.57    1.40
 KIN2   133   215     91   13.7    8.6    8.6   176    6.0    1.0   11.1    0.00   973.43     0   13.9    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   220     91   13.7    8.3    8.3   174    6.0    1.2   11.3    0.00   973.39     0   13.9    6.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   225     91   13.7    8.2    8.1   175    6.1    0.9   10.1    0.00   973.38     0   13.9    6.7    8.8   10.6    9.3    7.9    7.3    -995    -995    -995
 KIN2   133   230     90   13.8    9.3    9.3   174    5.5    1.0   11.4    0.00   973.35     0   14.1    7.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   235     90   13.9    8.7    8.6   175    6.0    1.3   12.1    0.00   973.32     0   14.1    7.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   240     90   13.9    9.4    9.3   178    5.3    1.0   11.5    0.00   973.30     0   14.1    7.6    8.8   10.5    9.3    7.9    7.3    1.82    1.57    1.41
 KIN2   133   245     90   14.0    9.9    9.9   178    5.9    1.4   13.5    0.00   973.31     0   14.2    8.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   250     90   14.1   10.1   10.1   179    5.8    1.2   13.7    0.00   973.31     0   14.3    8.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   255     89   14.1   10.2   10.1   179    6.0    1.1   12.2    0.00   973.33     0   14.3    8.3    8.8   10.5    9.3    7.9    7.3    -995    -995    -995
 KIN2   133   260     89   14.2   11.2   11.1   180    5.6    1.3   15.0    0.00   973.26     0   14.4    9.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   265     89   14.2   10.0   10.0   179    6.0    1.2   13.7    0.00   973.21     0   14.4    8.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   270     89   14.2    9.9    9.8   179    5.4    1.0   12.2    0.00   973.15     0   14.4    8.0    8.8   10.5    9.3    7.9    7.3    1.82    1.56    1.41
 KIN2   133   275     89   14.3   10.3   10.3   181    5.1    1.3   12.7    0.00   973.07     0   14.5    8.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   280     89   14.3    9.9    9.9   181    5.8    1.1   13.6    0.00   973.02     0   14.5    8.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   285     89   14.4    9.8    9.8   181    5.3    1.0   13.0    0.00   972.99     0   14.6    8.1    8.8   10.5    9.3    7.9    7.3    -995    -995    -995
 KIN2   133   290     88   14.4   10.8   10.7   179    6.3    1.0   13.2    0.00   972.91     0   14.7    8.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   295     88   14.4   10.7   10.7   178    4.7    1.3   13.6    0.00   972.83     0   14.7    8.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   300     88   14.4   10.3   10.2   179    6.3    1.1   13.2    0.00   972.77     0   14.7    8.5    8.8   10.5    9.3    7.9    7.3    1.82    1.57    1.41
 KIN2   133   305     88   14.5   10.8   10.7   180    5.0    1.0   13.9    0.00   972.71     0   14.7    9.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   310     88   14.4    9.9    9.9   179    5.0    1.4   13.1    0.00   972.70     0   14.7    8.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   315     88   14.4    9.8    9.7   181    6.2    1.1   12.9    0.00   972.65     0   14.6    8.1    8.8   10.5    9.4    8.0    7.4    -995    -995    -995
 KIN2   133   320     88   14.4    9.7    9.7   181    5.2    1.1   12.2    0.00   972.61     0   14.7    8.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   325     88   14.4    9.5    9.5   180    5.6    1.2   12.9    0.00   972.59     0   14.7    7.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   330     88   14.4    9.6    9.5   182    5.2    1.2   12.6    0.00   972.56     0   14.7    7.9    8.8   10.5    9.4    8.0    7.4    1.81    1.56    1.41
 KIN2   133   335     88   14.4    9.5    9.4   181    5.5    1.0   12.2    0.00   972.56     0   14.7    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   340     88   14.5    9.8    9.7   181    4.9    1.0   12.0    0.00   972.54     0   14.7    7.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   345     88   14.4    8.8    8.8   180    5.8    0.9   11.2    0.00   972.50     0   14.6    7.3    8.8   10.5    9.4    8.0    7.4    -995    -995    -995
 KIN2   133   350     88   14.4    9.5    9.4   182    5.8    1.1   12.6    0.00   972.43     0   14.6    8.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   355     88   14.4   10.1   10.0   182    5.8    1.0   12.5    0.00   972.40     0   14.6    8.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   360     88   14.3    9.4    9.4   185    6.3    1.1   12.7    0.00   972.36     0   14.5    7.7    8.8   10.5    9.4    8.0    7.4    1.82    1.56    1.41
 KIN2   133   365     89   14.2    9.2    9.1   186    5.7    0.9   11.8    0.00   972.32     0   14.4    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   370     89   14.2    9.0    9.0   185    5.3    1.1   11.4    0.00   972.31     0   14.4    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   375     89   14.2    9.2    9.2   186    5.6    0.9   11.4    0.00   972.34     0   14.4    7.2    8.9   10.5    9.4    8.0    7.4    -995    -995    -995
 KIN2   133   380     89   14.2    9.5    9.4   186    6.2    0.8   11.5    0.00   972.31     0   14.5    7.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   385     89   14.2    9.2    9.2   186    6.1    1.0   12.5    0.00   972.25     0   14.5    7.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   390     89   14.2    9.4    9.4   187    5.6    1.1   12.5    0.00   972.14     0   14.5    7.5    8.9   10.5    9.5    8.1    7.4    1.83    1.57    1.41
 KIN2   133   395     88   14.3   10.0   10.0   186    6.4    1.1   13.6    0.00   972.05     0   14.5    8.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   400     88   14.3   10.2   10.1   187    5.1    1.2   12.9    0.00   972.00     0   14.5    8.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   405     89   14.3   10.0   10.0   188    5.0    1.0   12.4    0.00   971.93     0   14.5    8.2    8.9   10.5    9.5    8.1    7.4    -995    -995    -995
 KIN2   133   410     88   14.3   11.0   11.0   186    6.1    1.4   14.1    0.00   971.83     0   14.5    9.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   415     88   14.3   10.5   10.5   187    5.5    1.2   13.2    0.00   971.78     0   14.5    8.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   420     88   14.4   10.9   10.8   187    6.1    1.3   14.4    0.00   971.72     0   14.6    8.9    8.9   10.5    9.5    8.1    7.4    1.83    1.57    1.42
 KIN2   133   425     88   14.4   10.3   10.2   186    5.2    1.3   13.9    0.00   971.65     0   14.6    8.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   430     89   14.3   10.0    9.9   187    5.7    1.2   14.1    0.00   971.67     0   14.5    8.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   435     88   14.4   10.2   10.2   188    5.3    1.2   13.8    0.00   971.67     0   14.6    8.3    8.9   10.5    9.5    8.1    7.5    -995    -995    -995
 KIN2   133   440     89   14.3    9.3    9.2   188    6.2    1.3   12.8    0.00   971.63     0   14.5    7.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   445     89   14.3    9.6    9.6   187    4.8    1.2   12.1    0.00   971.58     0   14.5    7.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   450     89   14.2    9.9    9.9   186    4.7    1.0   12.1    0.00   971.51     0   14.5    8.1    8.9   10.5    9.5    8.1    7.5    1.83    1.57    1.42
 KIN2   133   455     89   14.1   10.5   10.4   188    5.3    1.3   13.5    0.00   971.47     0   14.4    8.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   460     90   14.0    9.6    9.5   188    5.0    1.0   12.0    0.00   971.47     0   14.4    7.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   465     90   14.0    9.7    9.6   188    6.0    1.1   12.0    0.00   971.44     0   14.3    7.9    8.9   10.5    9.5    8.1    7.5    -995    -995    -995
 KIN2   133   470     90   13.9    9.5    9.4   189    6.4    1.1   12.2    0.00   971.41     0   14.3    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   475     90   13.9    9.9    9.8   187    6.1    1.0   12.3    0.00   971.36     0   14.4    7.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   480     90   13.9    9.3    9.3   188    5.9    0.8   11.4    0.00   971.27     0   14.3    7.6    8.9   10.5    9.5    8.1    7.5    1.83    1.57    1.42
 KIN2   133   485     90   13.9   10.5   10.5   189    5.6    1.4   13.9    0.00   971.17     0   14.4    8.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   490     90   13.9   10.3   10.2   189    5.0    1.0   12.4    0.00   971.18     0   14.4    8.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   495     90   13.9    9.5    9.4   191    5.2    1.0   11.6    0.00   971.26     0   14.3    7.5    8.9   10.5    9.5    8.1    7.5    -995    -995    -995
 KIN2   133   500     90   13.8    9.1    9.1   191    6.6    1.0   11.6    0.00   971.27     0   14.3    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   505     90   13.9    9.6    9.6   192    5.4    1.0   12.3    0.00   971.28     0   14.3    8.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   510     89   13.9    9.9    9.8   191    6.0    1.0   12.4    0.00   971.21     0   14.3    8.1    8.9   10.5    9.5    8.2    7.5    1.82    1.57    1.41
 KIN2   133   515     90   13.7    8.7    8.6   189    5.8    1.0   10.9    0.00   971.18     0   14.1    6.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   520     90   13.6    8.7    8.7   190    5.9    1.2   12.0    0.00   971.13     0   14.1    6.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   525     90   13.6    9.1    9.1   188    5.8    1.1   11.3    0.00   971.07     0   14.1    7.3    9.0   10.5    9.5    8.2    7.5    -995    -995    -995
 KIN2   133   530     90   13.5    8.7    8.6   188    6.0    0.9   10.9    0.00   971.08     0   13.9    6.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   535     90   13.5    9.2    9.1   187    4.8    0.9   11.3    0.00   971.05     0   14.0    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   540     91   13.4    8.0    7.9   187    6.0    0.8   10.4    0.00   971.08     0   13.8    6.4    9.0   10.5    9.5    8.2    7.6    1.83    1.57    1.41
 KIN2   133   545     91   13.3    8.2    8.1   186    6.0    0.8   10.4    0.00   970.99     0   13.8    6.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   550     91   13.3    8.4    8.4   184    6.2    0.9   11.1    0.00   970.90     0   13.7    6.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   555     91   13.3    8.6    8.5   185    5.2    0.9   10.9    0.00   970.81     0   13.8    6.8    9.0   10.4    9.5    8.2    7.6    -995    -995    -995
 KIN2   133   560     91   13.3    8.3    8.3   186    5.3    0.9   10.2    0.00   970.78     0   13.8    6.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   565     91   13.3    8.0    7.9   185    5.8    0.9   10.4    0.00   970.78     0   13.7    6.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   570     91   13.3    8.4    8.4   186    5.5    0.9   10.8    0.00   970.67     0   13.7    6.8    9.0   10.4    9.5    8.2    7.6    1.82    1.57    1.41
 KIN2   133   575     91   13.3    9.1    9.1   187    5.0    0.9   11.7    0.00   970.57     0   13.8    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   580     91   13.3    8.9    8.8   189    5.5    0.9   11.1    0.00   970.53     0   13.8    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   585     91   13.3    8.6    8.6   190    5.4    0.9   10.9    0.00   970.53     0   13.8    6.8    9.0   10.4    9.4    8.2    7.6    -995    -995    -995
 KIN2   133   590     91   13.3    8.6    8.6   189    5.4    0.9   11.3    0.00   970.52     0   13.8    6.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   595     91   13.2    8.6    8.6   189    4.9    1.0   11.0    0.00   970.52     0   13.8    6.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   600     91   13.3    8.5    8.4   189    5.8    1.0   11.1    0.00   970.44     0   13.8    6.8    9.0   10.3    9.4    8.2    7.6    1.83    1.57    1.41
 KIN2   133   605     91   13.3    9.2    9.1   189    5.9    1.0   11.9    0.00   970.37     0   13.8    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   610     91   13.3    9.2    9.1   188    5.5    0.8   11.4    0.00   970.27     0   13.8    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   615     91   13.3    9.1    9.1   189    5.4    0.9   11.7    0.00   970.21     0   13.8    7.3    8.9   10.3    9.4    8.2    7.6    -995    -995    -995
 KIN2   133   620     91   13.2    9.0    8.9   188    4.8    0.9   11.6    0.00   970.13     0   13.7    7.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   625     91   13.2    9.1    9.1   188    5.2    1.0   11.3    0.00   970.09     0   13.7    7.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   630     91   13.2    8.7    8.7   186    5.0    0.8   10.4    0.00   970.08     0   13.7    6.9    8.9   10.3    9.4    8.2    7.6    1.82    1.57    1.42
 KIN2   133   635     91   13.3    9.3    9.3   186    4.7    0.9   11.3    0.00   970.00     0   13.8    7.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   640     91   13.2    8.6    8.6   183    5.2    1.1   11.4    0.00   969.93     0   13.7    6.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   645     92   13.1    8.5    8.4   183    4.8    0.7   10.0    0.00   969.85     0   13.6    6.8    8.9   10.2    9.4    8.2    7.6    -995    -995    -995
 KIN2   133   650     91   13.2    9.1    9.1   186    5.0    0.7   10.9    0.00   969.79     0   13.7    7.4   -995   -995   -995   -995   -995    -995    -995    -995
