<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 08 30 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     59   32.6    5.8    5.8   158    6.8    0.7    7.9    0.00   974.19   132   32.9    4.3   27.9   33.0   28.5   27.2   26.1    1.91    1.56    3.67
 KIN2   133     5     59   32.5    5.8    5.8   161    6.6    0.9    7.7    0.00   974.22   119   32.9    4.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     59   32.4    5.9    5.9   157    6.8    0.7    8.0    0.00   974.31   106   32.8    4.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     60   32.2    5.5    5.4   158    7.1    0.7    7.2    0.00   974.29    92   32.6    3.9   27.9   32.9   28.4   27.2   26.1    -995    -995    -995
 KIN2   133    20     62   31.9    5.0    4.9   154    6.2    0.6    6.4    0.00   974.23    72   32.4    3.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     62   31.9    5.8    5.8   156    6.6    0.9    7.6    0.00   974.15    66   32.3    4.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     62   31.7    5.6    5.5   156    6.1    0.7    7.2    0.00   974.13    53   32.1    4.3   27.9   32.8   28.4   27.3   26.1    1.92    1.56    3.68
 KIN2   133    35     63   31.4    5.3    5.2   156    8.0    0.6    6.7    0.00   974.14    43   31.9    3.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     64   31.3    5.8    5.7   158    7.0    0.7    7.5    0.00   974.21    30   31.8    4.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     64   31.1    5.8    5.8   157    5.6    0.7    7.3    0.00   974.28    22   31.7    4.3   27.9   32.7   28.3   27.3   26.2    -995    -995    -995
 KIN2   133    50     65   31.0    5.9    5.9   158    5.7    0.7    7.5    0.00   974.32    12   31.5    4.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     66   30.7    5.3    5.3   159    5.8    0.6    7.0    0.00   974.39     8   31.3    4.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     67   30.6    5.3    5.2   159    6.0    0.5    6.5    0.00   974.46     5   31.2    3.9   27.9   32.5   28.3   27.3   26.2    1.91    1.56    3.68
 KIN2   133    65     68   30.3    4.9    4.9   158    6.4    0.5    6.6    0.00   974.54     3   30.9    3.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     68   30.2    5.0    4.9   157    5.2    0.6    6.4    0.00   974.59     2   30.8    3.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     69   30.1    5.1    5.0   158    5.2    0.7    6.9    0.00   974.65     1   30.7    3.5   27.9   32.3   28.2   27.3   26.2    -995    -995    -995
