<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 04 14 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     86    6.8    7.7    7.6    24   10.6    1.7   12.6    5.33   973.38    12    7.0    6.7   13.0   11.3   12.2   13.7   14.2    2.21    2.06    2.50
 KIN2   133     5     85    6.8    8.0    7.9    20   10.2    1.3   12.7    0.25   973.35    11    7.1    6.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     84    6.8    7.8    7.7    23   10.8    1.3   11.7    0.25   973.36    10    7.1    6.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     84    6.8    7.5    7.4    23   10.2    1.5   14.2    0.25   973.39     8    7.1    6.3   12.9   11.2   12.2   13.7   14.2    -995    -995    -995
 KIN2   133    20     84    6.8    5.9    5.8    32   10.8    1.2    8.9    0.51   973.44     7    6.9    5.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     85    6.7    6.3    6.2    29    8.8    1.1    9.5    0.51   973.56     6    6.9    5.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     85    6.7    6.2    6.1    28   11.7    1.2    9.5    0.76   973.66     5    6.9    5.1   12.9   11.1   12.1   13.7   14.2    2.20    2.07    2.50
 KIN2   133    35     85    6.7    6.3    6.1    25   10.9    1.5   10.8    0.76   973.78     5    7.0    5.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     84    6.8    6.5    6.4    25   10.2    0.9    9.1    0.76   973.96     3    7.0    5.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     84    6.8    5.7    5.6    24   10.1    1.4    9.1    0.76   974.06     2    7.0    4.9   12.9   11.1   12.1   13.7   14.2    -995    -995    -995
 KIN2   133    50     83    6.9    5.5    5.4    28    9.1    1.3   10.1    0.76   974.11     2    7.1    4.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     82    6.9    6.1    6.0    24   10.4    1.2    9.0    1.02   974.17     1    7.2    5.2   -995   -995   -995   -995   -995    -995    -995    -995
