<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 04 12 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     31   11.2    3.9    3.8   308   12.5    0.9    6.0    0.00   970.65   157   11.4    3.2   17.4   20.6   16.2   16.3   14.8    2.04    2.02    2.44
 KIN2   133     5     32   11.1    3.8    3.7   310   13.8    1.2    6.3    0.00   970.73   156   11.4    3.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     32   11.0    4.0    3.9   300   12.1    1.1    6.8    0.00   970.78    72   11.2    2.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     34   10.6    2.9    2.8   310   12.6    0.8    4.5    0.00   970.81    79   11.0    2.2   17.3   20.5   16.1   16.3   14.8    -995    -995    -995
 KIN2   133    20     35   10.6    2.5    2.5   315   14.2    0.6    3.8    0.00   970.85   101   11.0    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     36   10.5    2.1    2.0   319   12.8    0.7    4.0    0.00   970.90    88   10.9    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     38   10.2    2.0    2.0   322   12.8    0.3    2.6    0.00   970.95    63   10.8    1.6   17.2   20.3   16.1   16.4   14.9    2.05    2.02    2.44
 KIN2   133    35     38   10.1    2.2    2.1   318   11.3    0.5    3.5    0.00   970.96    38   10.6    1.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     39    9.9    1.9    1.8   328   12.2    0.5    3.5    0.00   970.99    31   10.5    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     40    9.6    1.7    1.6   318   14.2    0.4    2.8    0.00   971.02    21   10.4    1.0   17.2   20.1   16.0   16.4   14.9    -995    -995    -995
 KIN2   133    50     42    9.4    1.9    1.8   316   12.6    0.5    3.4    0.00   971.04    16   10.1    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     42    9.2    1.9    1.9   320   12.7    0.7    3.8    0.00   971.05    12    9.9    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     43    9.0    1.9    1.9   328    8.6    0.3    2.5    0.00   971.08     9    9.7    1.1   17.1   19.9   16.0   16.5   14.9    2.05    2.01    2.44
 KIN2   133    65     43    9.0    1.5    1.5   324   12.2    0.3    2.3    0.00   971.14     5    9.6    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     45    8.6    1.3    1.3   326   11.6    0.3    2.2    0.00   971.19     3    9.4    0.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     45    8.6    1.4    1.3   324   11.1    0.3    2.1    0.00   971.25     1    9.2    0.4   17.0   19.7   15.9   16.5   14.9    -995    -995    -995
 KIN2   133    80     45    8.4    1.7    1.7   334   10.2    0.3    2.4    0.00   971.27     0    9.2    0.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     46    8.3    1.7    1.6   333    8.2    0.3    2.3    0.00   971.27     0    9.1    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     45    8.4    1.3    1.3   329    8.6    0.2    2.0    0.00   971.29     0    9.0    0.4   16.9   19.4   15.8   16.5   14.9    2.05    2.01    2.44
 KIN2   133    95     46    8.2    1.8    1.7   339   11.1    0.4    2.8    0.00   971.26     0    9.0    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     46    8.1    2.1    2.0   337   15.1    0.4    3.1    0.00   971.33     0    8.9    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     48    8.0    2.3    2.3   340    9.8    0.4    3.6    0.00   971.39     0    8.7    1.7   16.8   19.2   15.6   16.4   14.9    -995    -995    -995
 KIN2   133   110     48    7.8    2.2    2.2   339   10.8    0.3    3.3    0.00   971.42     0    8.6    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     48    7.5    1.9    1.9   339   10.0    0.3    2.6    0.00   971.52     0    8.4    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     49    7.5    1.9    1.8   337    9.2    0.4    2.9    0.00   971.62     0    8.4    1.1   16.7   18.9   15.4   16.4   14.8    2.05    2.00    2.45
 KIN2   133   125     48    7.4    1.8    1.8   334   12.3    0.4    2.8    0.00   971.70     0    8.3    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   130     49    7.3    1.6    1.6   327   12.0    0.4    2.8    0.00   971.78     0    8.2    0.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   135     50    7.2    1.4    1.4   331   10.2    0.3    2.3    0.00   971.85     0    8.1    0.4   16.6   18.6   15.3   16.4   14.8    -995    -995    -995
 KIN2   133   140     50    7.2    1.6    1.5   337   11.0    0.2    2.2    0.00   971.90     0    8.0    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   145     49    7.2    1.4    1.4   349    9.5    0.3    2.3    0.00   971.87     0    8.0    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   150     49    7.0    1.2    1.2   353    9.6    0.2    1.9    0.00   971.95     0    7.8    0.2   16.5   18.4   15.2   16.3   14.8    2.05    2.01    2.44
 KIN2   133   155     50    6.9    1.3    1.2   346   15.0    0.3    2.1    0.00   972.06     0    7.7    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   160     51    6.8    1.2    1.2   351   10.6    0.3    2.0    0.00   972.14     0    7.6    0.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   165     51    6.5    0.9    0.9   349   11.6    0.2    1.4    0.00   972.19     0    7.4    0.0   16.4   18.1   15.1   16.3   14.8    -995    -995    -995
 KIN2   133   170     53    6.2    0.6    0.6   360    4.5    0.1    0.9    0.00   972.28     0    7.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   175     57    5.8    0.3    0.3     7    0.2    0.2    0.5    0.00   972.44     0    7.0    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   180     63    5.6    0.0    0.0   348    0.1    0.0    0.1    0.00   972.58     0    6.7    0.0   16.3   17.9   15.0   16.3   14.8    2.05    2.01    2.44
 KIN2   133   185     66    5.5    0.0    0.0     0    0.0    0.0    0.0    0.00   972.64     0    6.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   190     60    5.7    0.0    0.0   347    0.0    0.1    0.3    0.00   972.73     0    6.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
