<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 03 22 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     40   15.6    2.4    2.4    43   10.1    0.5    3.6    0.00   982.87    62   16.2    1.8   12.7   16.7   13.1   10.6    9.9    2.00    1.57    1.82
 KIN2   133     5     39   15.6    2.5    2.5    47    7.9    0.4    3.3    0.00   982.86    53   16.1    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     40   15.3    2.2    2.2    49    7.8    0.3    3.0    0.00   982.84    45   16.0    1.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     40   15.2    2.1    2.1    44    7.5    0.3    2.7    0.00   982.84    39   15.9    1.6   12.6   16.5   13.0   10.6   10.0    -995    -995    -995
 KIN2   133    20     40   15.2    1.5    1.5    48    8.9    0.3    2.1    0.00   982.86    32   15.8    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     39   15.2    1.1    1.1    48   13.0    0.3    1.8    0.00   982.93    25   15.7    0.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     40   14.8    0.1    0.1    58    0.9    0.2    0.7    0.00   983.03    17   15.5    0.0   12.6   16.4   12.9   10.7   10.0    1.98    1.56    1.82
 KIN2   133    35     40   14.7    0.1    0.1    36    4.7    0.1    0.4    0.00   983.04    11   15.3    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     41   14.5    0.3    0.3    29    8.3    0.2    0.6    0.00   983.00     6   15.3    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     43   14.3    0.1    0.1    34    0.0    0.1    0.3    0.00   983.00     3   15.1    0.0   12.6   16.2   12.8   10.7   10.0    -995    -995    -995
 KIN2   133    50     44   14.1    0.0    0.0     0    0.0    0.0    0.0    0.00   982.97     1   14.7    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     45   13.9    0.0    0.0     0    0.0    0.0    0.0    0.00   982.95     1   14.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     47   13.5    0.0    0.0     0    0.0    0.0    0.0    0.00   982.95     0   14.2    0.0   12.5   16.0   12.6   10.7   10.0    1.99    1.56    1.82
 KIN2   133    65     48   13.1    0.1    0.1    79    2.7    0.1    0.4    0.00   982.87     0   14.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     57   11.9    0.3    0.3    85    0.7    0.1    0.5    0.00   982.79     0   14.6    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     58   11.9    0.5    0.5    76    5.2    0.1    0.6    0.00   982.72     0   14.5    0.0   12.4   15.8   12.5   10.7   10.0    -995    -995    -995
 KIN2   133    80     55   11.5    0.6    0.6    67    4.5    0.0    0.7    0.00   982.69     0   14.1    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     57   11.9    0.9    0.9    57    3.5    0.1    1.1    0.00   982.66     0   13.6    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     59   11.7    1.2    1.2    56    4.1    0.1    1.5    0.00   982.61     0   13.6    0.0   12.4   15.5   12.3   10.8   10.0    1.99    1.55    1.82
 KIN2   133    95     60   11.7    1.2    1.2    61    3.4    0.1    1.4    0.00   982.58     0   13.6    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     62   11.2    1.3    1.3    63    0.6    0.1    1.4    0.00   982.63     0   13.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     65   11.0    1.3    1.3    66    3.3    0.1    1.5    0.00   982.66     0   13.4    0.0   12.3   15.3   12.1   10.8    9.9    -995    -995    -995
 KIN2   133   110     63   11.2    1.2    1.2    83    4.5    0.2    1.6    0.00   982.72     0   13.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     68   10.8    1.8    1.8    86    0.9    0.1    2.0    0.00   982.68     0   13.8    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     73   10.9    1.9    1.9    88    2.1    0.1    2.1    0.00   982.70     0   14.0    0.5   12.2   15.0   12.0   10.7    9.9    2.01    1.56    1.83
 KIN2   133   125     66   11.5    1.8    1.8    81    4.0    0.1    2.1    0.00   982.73     0   14.0    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   130     54   12.4    1.5    1.5    82    3.1    0.3    1.8    0.00   982.75     0   14.0    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   135     54   12.2    0.7    0.7    98    6.5    0.1    1.0    0.00   982.82     0   13.9    0.0   12.1   14.8   11.8   10.7    9.9    -995    -995    -995
 KIN2   133   140     63   11.3    0.7    0.7   107    7.5    0.2    1.0    0.00   982.91     0   13.3    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   145     61   11.4    0.8    0.8    76    8.9    0.1    1.1    0.00   982.94     0   13.5    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   150     64   10.9    0.2    0.2    63    0.8    0.2    0.6    0.00   983.01     0   13.4    0.9   11.9   14.6   11.7   10.7    9.8    2.01    1.55    1.83
 KIN2   133   155     66   10.7    0.1    0.1    42    6.4    0.1    0.4    0.00   983.04     0   13.2    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   160     64   10.8    0.1    0.1    41    0.1    0.1    0.3    0.00   983.10     0   13.1    0.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   165     70    9.4    0.2    0.2   236   13.0    0.2    0.5    0.00   983.15     0   12.5    0.2   11.9   14.4   11.6   10.7    9.8    -995    -995    -995
 KIN2   133   170     70   10.1    0.9    0.9   247    9.5    0.3    1.8    0.00   983.20     0   12.3    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   175     73    9.6    2.3    2.2   251    6.8    0.3    2.9    0.00   983.30     0   11.9    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   180     69   10.1    2.7    2.7   235    2.9    0.2    3.0    0.00   983.32     0   11.3    1.7   11.8   14.2   11.5   10.7    9.8    2.00    1.55    1.83
 KIN2   133   185     75    8.9    1.9    1.9   247    3.7    0.3    2.5    0.00   983.33     0   11.2    0.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   190     78    8.7    1.2    1.2   246    6.3    0.2    1.7    0.00   983.34     0   10.6    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   195     80    8.3    0.4    0.4   238    7.8    0.2    0.8    0.00   983.34     0   10.2    0.0   11.7   14.0   11.4   10.7    9.8    -995    -995    -995
 KIN2   133   200     81    8.2    0.5    0.5   224    4.3    0.3    0.9    0.00   983.33     0    9.9    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   205     82    7.9    0.7    0.7   232    3.0    0.1    0.9    0.00   983.33     0    9.9    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   210     83    7.6    0.8    0.8   224    1.8    0.2    0.9    0.00   983.34     0   10.2    0.0   11.7   13.9   11.3   10.7    9.8    2.01    1.55    1.82
 KIN2   133   215     85    7.4    0.6    0.6   214    7.7    0.3    1.1    0.00   983.36     0   10.0    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   220     87    7.5    0.9    0.9   217    6.4    0.1    1.1    0.00   983.42     0    9.8    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   225     86    7.9    1.2    1.2   236    6.3    0.2    1.6    0.00   983.46     0    9.9    0.2   11.6   13.7   11.2   10.8    9.9    -995    -995    -995
 KIN2   133   230     82    8.2    1.7    1.7   241    3.5    0.2    2.0    0.00   983.52     0   11.0    1.2   -995   -995   -995   -995   -995    -995    -995    -995
