<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 09 23 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     73   27.1    1.4    1.4    42    8.7    0.3    2.2   60.20   975.20    14   27.4    1.0   27.0   28.1   27.1   25.9   25.4    1.42    1.47    3.72
 KIN2   133     5     74   27.0    1.6    1.6    41    8.0    0.3    2.4    0.00   975.27    14   27.2    1.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     75   26.8    1.3    1.3    34    9.4    0.3    2.1    0.00   975.34    11   27.1    0.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     76   26.7    1.3    1.3    45   10.9    0.3    2.0    0.00   975.38    12   27.1    0.6   27.0   28.0   27.1   26.0   25.4    -995    -995    -995
 KIN2   133    20     77   26.5    1.4    1.3    55    7.9    0.3    2.1    0.00   975.38    10   27.0    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     78   26.4    1.7    1.7    50    9.6    0.2    2.2    0.00   975.38     8   27.0    0.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     76   26.4    1.4    1.4    31   10.0    0.2    2.0    0.00   975.41     5   27.0    0.7   27.0   28.0   27.0   26.0   25.4    1.42    1.47    3.72
 KIN2   133    35     77   26.2    1.1    1.0    18   10.6    0.2    1.6    0.00   975.45     4   26.8    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     78   26.1    1.3    1.3    27    8.2    0.2    1.9    0.00   975.46     5   26.6    0.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     80   25.7    1.3    1.3    27    8.2    0.2    1.8    0.00   975.50     2   26.5    0.3   27.0   27.9   27.0   26.0   25.4    -995    -995    -995
 KIN2   133    50     81   25.6    1.0    1.0    33    9.4    0.2    1.5    0.00   975.61     0   26.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     82   25.6    1.0    1.0    51    6.7    0.1    1.3    0.00   975.67     0   26.3    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     83   25.3    0.7    0.7    52    4.5    0.1    1.0    0.00   975.75     0   26.2    0.0   27.0   27.8   26.9   26.0   25.4    1.41    1.47    3.72
 KIN2   133    65     84   25.4    0.5    0.5    64   10.7    0.1    0.7    0.00   975.80     0   26.1    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     84   25.4    0.9    0.9    74    6.8    0.2    1.5    0.00   975.86     0   26.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     83   25.5    0.8    0.8    60    6.8    0.1    1.4    0.00   975.93     0   26.2    0.0   26.9   27.6   26.8   26.0   25.4    -995    -995    -995
 KIN2   133    80     82   25.5    0.6    0.6    54    3.6    0.1    0.9    0.00   975.99     0   26.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     81   25.7    0.6    0.6    65    7.8    0.1    0.8    0.00   976.08     0   26.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     81   25.6    0.8    0.7    81    5.3    0.1    1.0    0.00   976.16     0   26.2    0.0   26.9   27.5   26.8   26.0   25.4    1.42    1.47    3.74
 KIN2   133    95     83   25.5    0.9    0.9    79    2.6    0.1    1.1    0.00   976.20     0   26.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     85   25.4    1.0    1.0    80    6.6    0.2    1.4    0.00   976.24     0   26.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
