<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 01 08 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     73   10.9    2.8    2.8   217    3.0    0.2    3.1    0.00   974.69     0   14.3    1.5    9.9   12.1   10.4    8.8    8.7    1.43    1.55    1.43
 KIN2   133     5     75   10.5    3.3    3.3   218    3.2    0.2    3.8    0.00   974.81     0   14.3    1.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     76   10.1    3.4    3.4   214    3.3    0.1    3.7    0.00   974.79     0   14.1    1.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     78    9.8    3.4    3.4   209    1.9    0.2    3.8    0.00   974.84     0   14.1    1.4    9.9   11.9   10.3    8.8    8.6    -995    -995    -995
 KIN2   133    20     79    9.5    3.8    3.7   206    3.8    0.1    4.1    0.00   974.86     0   13.8    1.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     79    9.3    3.7    3.7   206    2.5    0.1    3.9    0.00   974.90     0   13.2    1.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     77    9.5    3.4    3.4   210    1.1    0.1    3.6    0.00   974.93     0   12.8    1.8    9.8   11.7   10.1    8.8    8.6    1.44    1.54    1.43
 KIN2   133    35     75    9.9    3.1    3.1   208    1.4    0.1    3.3    0.00   974.95     0   12.6    1.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     75    9.6    2.9    2.9   207    1.0    0.1    3.3    0.00   974.98     0   12.3    1.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     77    9.0    3.3    3.3   205    1.2    0.1    3.6    0.00   974.89     0   12.3    1.9    9.7   11.5    9.9    8.8    8.6    -995    -995    -995
 KIN2   133    50     79    8.8    3.5    3.5   204    0.6    0.0    3.6    0.00   974.93     0   12.3    1.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     79    8.6    3.7    3.7   204    0.7    0.2    4.1    0.00   974.89     0   12.1    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     79    8.4    3.9    3.9   204    0.7    0.3    4.2    0.00   974.81     0   12.3    1.8    9.6   11.3    9.7    8.8    8.5    1.44    1.54    1.43
 KIN2   133    65     79    8.4    3.1    3.1   200    1.3    0.1    3.3    0.00   974.74     0   11.9    1.5   -995   -995   -995   -995   -995    -995    -995    -995
