<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 03 24 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     63   19.9    0.6    0.6    89    8.2    0.1    0.8   15.49   974.14    57   20.6    0.0   13.5   17.6   14.6   11.5   10.4    1.46    1.57    1.84
 KIN2   133     5     68   19.4    1.1    1.1    77    9.9    0.2    1.5    0.00   974.17    49   20.5    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     72   19.0    1.6    1.6    62    4.8    0.2    1.9    0.00   974.20    46   20.5    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     73   18.8    2.3    2.3    70    3.2    0.4    3.1    0.00   974.17    42   20.3    1.2   13.6   17.6   14.6   11.6   10.5    -995    -995    -995
 KIN2   133    20     71   18.7    2.6    2.5    65    6.6    0.3    3.3    0.00   974.17    37   19.8    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     69   18.8    2.7    2.7    70    6.2    0.3    3.5    0.00   974.17    35   19.7    1.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     70   18.7    3.0    3.0    81    7.5    0.3    4.0    0.00   974.16    31   19.7    1.6   13.6   17.6   14.5   11.7   10.6    1.46    1.57    1.84
 KIN2   133    35     67   19.0    2.7    2.7    91    7.8    0.3    3.8    0.00   974.16    26   19.7    1.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     73   18.2    5.1    5.1   108    6.9    1.2    7.3    0.00   974.20    16   18.4    4.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     79   17.4    4.1    4.0   102    7.6    0.6    5.5    0.00   974.20     9   17.8    3.2   13.6   17.5   14.4   11.7   10.6    -995    -995    -995
 KIN2   133    50     80   17.1    3.6    3.6   102    8.5    0.4    4.6    0.00   974.23     6   17.6    2.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     79   17.1    3.6    3.5   105    8.8    0.6    5.0    0.00   974.27     3   17.5    2.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     79   16.9    3.1    3.1   106    9.3    0.4    4.0    0.00   974.29     1   17.4    2.4   13.6   17.3   14.3   11.8   10.6    1.46    1.57    1.85
 KIN2   133    65     79   16.7    2.8    2.8   111    8.5    0.4    3.9    0.00   974.33     0   17.2    2.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     80   16.6    2.6    2.6   108    9.3    0.5    4.2    0.00   974.35     0   17.0    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     81   16.4    2.5    2.4   108    9.7    0.4    3.7    0.00   974.35     0   16.8    1.9   13.5   17.1   14.2   11.8   10.6    -995    -995    -995
 KIN2   133    80     81   16.2    2.5    2.4   109   13.0    0.5    3.7    0.00   974.38     0   16.6    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     82   15.9    2.1    2.0   126   12.3    0.5    3.2    0.00   974.40     0   16.4    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     83   15.7    1.8    1.7   126   11.8    0.4    2.8    0.00   974.46     0   16.1    1.1   13.5   16.9   14.1   11.8   10.6    1.47    1.57    1.84
 KIN2   133    95     83   15.5    1.1    1.0   108   22.5    0.6    2.4    0.00   974.47     0   15.9    0.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     84   15.4    2.1    2.0   103   18.1    0.5    3.0    0.00   974.49     0   15.7    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     86   15.2    2.0    1.9   120   15.9    0.6    3.5    0.00   974.55     0   15.6    1.3   13.4   16.7   14.0   11.8   10.5    -995    -995    -995
 KIN2   133   110     87   15.0    2.1    2.0   122   14.3    0.4    2.9    0.00   974.62     0   15.4    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     88   14.9    2.1    2.0   108   11.9    0.7    4.0    0.00   974.66     0   15.3    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     89   14.7    1.3    1.2    84   23.9    0.5    2.3    0.00   974.70     0   15.1    0.7   13.4   16.5   13.9   11.8   10.5    1.46    1.56    1.84
 KIN2   133   125     89   14.5    0.3    0.3    73   18.0    0.4    1.2    0.00   974.78     0   14.9    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   130     90   14.4    0.9    0.8   106   17.4    0.2    1.7    0.00   974.77     0   14.9    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   135     91   14.3    1.0    0.9   101   16.9    0.5    2.0    0.00   974.87     0   14.9    0.2   13.3   16.4   13.8   11.8   10.5    -995    -995    -995
 KIN2   133   140     91   13.9    0.3    0.3   125    9.1    0.3    1.3    0.00   974.94     0   14.7    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   145     92   14.2    0.6    0.5   121   14.1    0.5    1.5    0.00   975.00     0   14.6    0.1   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   150     92   14.1    1.1    1.0   130   11.9    0.2    1.6    0.00   975.07     0   14.7    0.2   13.3   16.2   13.7   11.8   10.5    1.46    1.57    1.85
 KIN2   133   155     92   13.7    1.1    1.1   112   19.7    0.2    1.6    0.00   975.18     0   14.6    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   160     93   13.2    1.5    1.5   104    6.2    0.2    2.0    0.00   975.38     0   14.5    0.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   165     94   13.3    1.6    1.6   110    4.9    0.3    2.2    0.00   975.49     0   14.5    0.6   13.2   16.0   13.6   11.8   10.5    -995    -995    -995
 KIN2   133   170     94   13.2    1.8    1.8    92    6.8    0.2    2.2    0.00   975.63     0   14.4    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   175     95   13.3    2.2    2.2   115    7.5    0.4    3.2    0.00   975.69     0   14.3    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   180     95   13.6    2.4    2.4   106   10.4    0.3    3.3    0.00   975.76     0   14.1    1.7   13.1   15.8   13.4   11.8   10.5    1.46    1.56    1.84
 KIN2   133   185     95   13.5    2.2    2.1    93    9.1    0.3    2.8    0.00   975.87     0   13.9    1.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   190     95   13.4    2.3    2.2    84   14.4    0.4    3.0    0.00   976.00     0   13.7    1.6   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   195     95   13.3    2.8    2.8   100    9.4    0.4    3.9    0.00   976.10     0   13.6    2.1   13.1   15.6   13.3   11.8   10.4    -995    -995    -995
 KIN2   133   200     95   13.1    3.0    3.0    95    9.5    0.6    4.3    0.00   976.12     0   13.4    2.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   205     95   12.9    2.9    2.8   100    9.1    0.6    4.6    0.00   976.17     0   13.2    2.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   210     95   12.7    2.2    2.2   108    9.7    0.4    3.4    0.00   976.20     0   13.1    1.6   13.0   15.4   13.1   11.8   10.4    1.46    1.56    1.84
 KIN2   133   215     96   12.8    2.5    2.5   102   10.7    0.5    3.5    0.00   976.23     0   13.0    2.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   220     96   12.7    2.8    2.8    94    8.5    0.4    3.6    0.00   976.22     0   12.9    2.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   225     96   12.6    3.0    2.9   114   10.2    0.4    4.0    0.00   976.25     0   12.8    2.5   12.9   15.2   13.1   11.8   10.4    -995    -995    -995
 KIN2   133   230     96   12.5    3.1    3.1   113   10.6    0.6    4.4    0.00   976.27     0   12.6    2.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   235     96   12.4    3.5    3.4    96   12.4    0.9    5.5    0.00   976.28     0   12.4    2.8   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   240     97   12.3    3.5    3.5    94   11.5    0.7    5.6    0.00   976.23     0   12.3    2.7   12.8   15.1   13.0   11.8   10.4    1.46    1.57    1.85
 KIN2   133   245     98   12.3    3.4    3.3   109   12.0    0.7    5.3    0.00   976.17     0   12.3    3.0   -995   -995   -995   -995   -995    -995    -995    -995
