<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 11 26 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     77    8.1    1.0    1.0   260    9.0    0.1    1.1    0.00   965.10     0   12.6    0.0   10.8   11.1   10.9   11.1   12.4    1.46    1.52    1.47
 KIN2   133     5     80    8.5    0.7    0.6   288   16.0    0.2    1.0    0.00   965.10     0   12.1    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     79    8.6    0.9    0.9   340    0.2    0.1    1.0    0.00   965.09     0   11.5    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     79    8.3    0.2    0.2   340    0.0    0.2    0.7    0.00   965.23     0   10.9    0.0   10.8   10.9   10.8   11.1   12.4    -995    -995    -995
 KIN2   133    20     80    8.4    0.7    0.7   326    6.8    0.3    1.4    0.00   965.29     0   10.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     80    8.6    0.9    0.9   312   10.4    0.2    1.4    0.00   965.33     0   10.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     80    7.5    0.7    0.7   296    1.2    0.2    1.1    0.00   965.46     0   10.2    0.0   10.7   10.7   10.6   11.1   12.4    1.46    1.52    1.49
 KIN2   133    35     83    8.0    1.0    1.0   308    6.8    0.1    1.4    0.00   965.53     0   10.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     83    7.5    1.1    1.1   318    5.0    0.1    1.6    0.00   965.55     0   10.3    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     83    7.4    1.3    1.3   313    6.4    0.2    1.8    0.00   965.60     0   10.6    0.0   10.7   10.5   10.5   11.0   12.3    -995    -995    -995
 KIN2   133    50     82    7.3    1.0    1.0   309    5.4    0.2    1.5    0.00   965.66     0   10.5    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     83    7.1    0.7    0.7   322    6.8    0.2    1.1    0.00   965.56     0   10.3    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     86    6.6    0.4    0.4   324    0.0    0.1    0.6    0.00   965.51     0   10.2    0.0   10.6   10.3   10.4   11.0   12.3    1.46    1.52    1.49
 KIN2   133    65     88    6.7    0.1    0.1   324    0.1    0.1    0.3    0.00   965.46     0    9.5    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     88    7.4    0.2    0.2   323    0.1    0.1    0.4    0.00   965.42     0    8.7    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     86    7.7    0.0    0.0     0    0.0    0.0    0.0    0.00   965.41     0    8.6    0.0   10.6   10.1   10.3   11.0   12.2    -995    -995    -995
 KIN2   133    80     85    7.2    0.0    0.0     0    0.0    0.0    0.0    0.00   965.39     0    8.7    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     86    7.0    0.1    0.1    55    0.0    0.2    0.6    0.00   965.32     0    8.9    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     86    7.1    0.4    0.4    55    0.1    0.1    0.6    0.00   965.28     0    9.1    0.0   10.5   10.0   10.2   11.0   12.2    1.48    1.52    1.50
 KIN2   133    95     87    7.3    0.1    0.1    55    0.0    0.1    0.3    0.00   965.22     0    8.9    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   100     86    6.4    0.0    0.0     0    0.0    0.0    0.0    0.00   965.09     0    8.4    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   105     87    6.6    0.0    0.0    55    0.0    0.1    0.3    0.00   965.05     0    8.0    0.0   10.5    9.8   10.1   11.0   12.2    -995    -995    -995
 KIN2   133   110     88    6.8    0.0    0.0    54    0.0    0.1    0.3    0.00   965.05     0    8.0    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   115     88    6.7    0.0    0.0     0    0.0    0.0    0.0    0.00   965.14     0    8.2    0.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133   120     87    6.4    0.7    0.7   240   24.3    0.5    1.5    0.00   965.22     0    8.3    0.3   10.4    9.6   10.0   10.9   12.2    1.48    1.52    1.49
 KIN2   133   125     88    6.4    1.5    1.5   231    2.7    0.2    1.9    0.00   965.28     0    8.3    0.7   -995   -995   -995   -995   -995    -995    -995    -995
