<pre>  101 ! (c) 2019 Oklahoma Climatological Survey and the Oklahoma Mesonet - all rights reserved
  21 2019 05 03 00 00 00
 STID  STNM  TIME   RELH   TAIR   WSPD   WVEC  WDIR   WDSD   WSSD   WMAX    RAIN     PRES  SRAD   TA9M   WS2M   TS10   TB10   TS05   TS25   TS60    TR05    TR25    TR60
 KIN2   133     0     79   16.6    2.3    2.3    54    7.9    0.4    3.1    0.25   978.10    59   16.7    1.7   17.5   19.6   17.4   16.9   16.1    1.42    1.55    2.75
 KIN2   133     5     81   16.6    2.0    2.0    59    7.2    0.3    2.9    0.00   978.11    54   16.7    1.4   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    10     81   16.6    1.5    1.5    47   14.9    0.2    2.0    0.00   978.06    43   16.7    1.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    15     82   16.5    1.9    1.9    56    9.2    0.4    2.7    0.00   978.03    30   16.7    1.1   17.5   19.5   17.4   16.9   16.1    -995    -995    -995
 KIN2   133    20     80   16.5    2.4    2.3    56   13.0    0.6    3.9    0.00   978.00    22   16.7    1.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    25     82   16.3    2.7    2.6    50   12.0    0.5    3.8    0.00   978.03    17   16.4    1.9   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    30     83   16.1    2.0    2.0    52   12.8    0.4    3.1    0.00   978.08    14   16.3    1.4   17.5   19.5   17.4   16.9   16.1    1.43    1.54    2.76
 KIN2   133    35     84   16.1    1.9    1.9    49   10.5    0.3    2.5    0.00   978.08    14   16.3    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    40     84   16.0    1.7    1.7    46    9.4    0.3    2.5    0.00   978.02    13   16.2    1.3   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    45     84   15.9    2.3    2.3    38   11.9    0.5    3.4    0.00   978.05    10   16.1    1.6   17.5   19.4   17.4   16.9   16.2    -995    -995    -995
 KIN2   133    50     84   15.9    1.7    1.6    35   12.6    0.5    2.9    0.00   978.13     9   16.1    1.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    55     84   15.9    1.5    1.5    39    9.1    0.3    2.2    0.00   978.11     7   16.1    1.0   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    60     85   15.8    1.3    1.3    34   10.8    0.2    1.7    0.00   978.07     5   16.0    0.7   17.5   19.3   17.3   16.9   16.2    1.42    1.54    2.76
 KIN2   133    65     85   15.8    1.1    1.1    32    8.9    0.2    1.7    0.00   978.04     4   16.0    0.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    70     85   15.7    1.3    1.3    22    8.6    0.2    2.0    0.00   977.95     4   16.0    0.7   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    75     86   15.7    1.5    1.5    29    7.9    0.2    1.9    0.00   977.91     3   16.0    0.9   17.5   19.2   17.3   16.9   16.2    -995    -995    -995
 KIN2   133    80     86   15.8    1.3    1.3    29   10.0    0.2    1.9    0.00   978.02     2   16.0    0.5   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    85     86   15.7    1.0    1.0    19   12.7    0.4    1.8    0.00   978.13     1   16.0    0.2   -995   -995   -995   -995   -995    -995    -995    -995
 KIN2   133    90     87   15.6    0.9    0.9    11    8.8    0.2    1.2    0.00   978.22     1   15.9    0.1   17.4   19.1   17.2   16.9   16.1    1.43    1.53    2.75
